,frameNumber,dateTime,lat,lon
0,1,2019-11-06 14:09:12.601,-34.593157,-58.484682
1,2,2019-11-06 14:09:12.634,-34.593157,-58.484682
2,3,2019-11-06 14:09:12.668,-34.593157,-58.484681
3,4,2019-11-06 14:09:12.701,-34.593157,-58.484681
4,5,2019-11-06 14:09:12.735,-34.593157,-58.484681
5,6,2019-11-06 14:09:12.768,-34.593157,-58.484681
6,7,2019-11-06 14:09:12.801,-34.593157,-58.484681
7,8,2019-11-06 14:09:12.835,-34.593157,-58.484681
8,9,2019-11-06 14:09:12.868,-34.593157,-58.484681
9,10,2019-11-06 14:09:12.901,-34.593157,-58.484681
10,11,2019-11-06 14:09:12.935,-34.593157,-58.484681
11,12,2019-11-06 14:09:12.968,-34.593157,-58.484681
12,13,2019-11-06 14:09:13.002,-34.593157,-58.484681
13,14,2019-11-06 14:09:13.035,-34.593157,-58.484681
14,15,2019-11-06 14:09:13.068,-34.593157,-58.484681
15,16,2019-11-06 14:09:13.102,-34.593157,-58.484681
16,17,2019-11-06 14:09:13.135,-34.593157,-58.484681
17,18,2019-11-06 14:09:13.168,-34.593157,-58.484681
18,19,2019-11-06 14:09:13.202,-34.593157,-58.484681
19,20,2019-11-06 14:09:13.235,-34.593157,-58.484681
20,21,2019-11-06 14:09:13.268,-34.593157,-58.484681
21,22,2019-11-06 14:09:13.302,-34.593157,-58.484681
22,23,2019-11-06 14:09:13.335,-34.593157,-58.484681
23,24,2019-11-06 14:09:13.369,-34.593157,-58.484681
24,25,2019-11-06 14:09:13.402,-34.593157,-58.484681
25,26,2019-11-06 14:09:13.435,-34.593157,-58.484681
26,27,2019-11-06 14:09:13.469,-34.593157,-58.484681
27,28,2019-11-06 14:09:13.502,-34.593157,-58.484681
28,29,2019-11-06 14:09:13.535,-34.593157,-58.484681
29,30,2019-11-06 14:09:13.569,-34.593157,-58.484681
30,31,2019-11-06 14:09:13.602,-34.593157,-58.484681
31,32,2019-11-06 14:09:13.636,-34.593157,-58.484681
32,33,2019-11-06 14:09:13.669,-34.593157,-58.484681
33,34,2019-11-06 14:09:13.702,-34.593157,-58.484681
